note_id,title,desc,type,nickname,liked,collected,comment,shared,images,tags,keyword,publish_ts,note_url,publish_dt,interact,title_len,collect_like,hour,weekday
6a7ef132000000002402d2f5,《我在奶尸末日开房车12》零元购变异奶菜,#末世[话题]# #ai[话题]# #抽象[话题]# #奶蛙[话题]# #末日求生[话题]# #丧尸[话题]# #我的刀盾[话题]# #房车[话题]# #咕咕嘎嘎[话题]# #ai短剧[话题]#,视频,辛***乐,4642,2670,172,64,0,,AI,1786704178000,https://www.xiaohongshu.com/explore/6a7ef132000000002402d2f5?xsec_token=ABYWgpvZC_j_qaQm0nuLfBZYg2ClvePt36NImNp5jWMF0=&xsec_source=pc_search,2026-08-14 10:42:58,7548,20,0.5751831107281344,10,4
6a462ab4000000001003ff49,「AI一人公司」——你的AI员工库,"2026版精选金字塔
	
以前我以为AI就是写写文案、问问问题。后来才发现，真正会用AI的人，早就按场景建好了自己的「员工库」。
🌟2026年，AI工具已经不是可选项，而是工作流标配。这份金字塔清单，帮你6层选型，一步到位。
① 核心大脑｜Codex 第一层放Codex。不只会写代码——做网页、搭小工具、跑自动化、生成原型，不会代码也能先把想法做出来。
② 通用助手 ChatGPT / Claude / Perplexity / 秒哒 / 秒悟 / WorkBuddy 写作、搜索、研究、头脑风暴、整理思路。AI入门第一站。
③ 开发搭建 Cursor / Replit / Lovable / Base44 写代码、搭产品、做MVP，快速验证想法。
④ 内容输出 Midjourney / Kling / HeyGen / Descript / Canva / Opus Clip 图片、视频、数字人、短视频剪辑、品牌内容，一站覆盖。
⑤ 效率办公 Notion AI / NotebookLM / Grammarly / Gamma / Granola / Superhuman / Wispr Flow 资料整理、PPT、会议纪要、邮件、写作润色，日常提效。
⑥ 自动化集成 n8n / Zapier / Lindy AI / Chatbase / Gemini / Apify / Clay / Softr 把工具串起来，让重复流程自动跑。
	
[种草R]记住一句话： 别一次学太多。写东西慢→ChatGPT/Claude；查资料乱→Perplexity；想搭工具→Codex/Cursor；做内容→Midjourney/Kling/Canva；重复活多→n8n/Zapier。
[打卡R]2026年真正重要的能力，不是收藏多少AI工具，而是能不能把AI嵌进自己的工作流。#AI工具[话题]# #AI应用[话题]##chatgpt[话题]# #一人公司[话题]#  #效率工具[话题]# #自媒体工具[话题]# #小红书成长笔记[话题]# #codex[话题]#",图文,趣***I,4189,4586,117,398,0,,AI,1782983348000,https://www.xiaohongshu.com/explore/6a462ab4000000001003ff49?xsec_token=ABcT2mqXw6ZhUZAuiIH-wSGrFTVbcGBg2eeIq6FU2x1_w=&xsec_source=pc_search,2026-07-02 09:09:08,9290,17,1.094772021962282,9,3
6a3bd2fb0000000022009156,字节技术副总裁洪定坤：AI Coding遇到的挑战,"[看R]6月23日，火山引擎Force原动力大会在北京举行。现场，字节跳动技术副总裁洪定坤进行了《AI Coding的实践与探索》主题分享。
	
[向右R]洪定坤表示，“在AI Coding中的实践与探索中，还有很多实际的痛点、挑战、问题需要我们去解决。”",视频,字***动,4103,1919,281,857,0,,AI,1782305531000,https://www.xiaohongshu.com/explore/6a3bd2fb0000000022009156?xsec_token=ABOk30vHw-1jsj960a3Lfoi3CShl0YSe9yDgQLar2u5Pg=&xsec_source=pc_search,2026-06-24 12:52:11,7160,25,0.46770655617840606,12,2
6a6d440f000000002c0031b7,要被外网的一些评论笑死了😂😂😂,"DeepSeek- v4-Flash这波上线公测，大家都震惊了。
	
法拉利的性能，脚踏车的价格。
	
各种测试后，大家不吝好评。
	
而flash都这么强，那pro可太值得期待了。
	
当然，更重要的是DeepSeek的口碑是真的好！
	
就像网友说的：
	
>不搞炒作，直接发布顶尖研究论文
	
>几个月消失，不做空洞承诺
	
>回归时带来碾压glm-5.2、sonnet 5、opus 8和 gpt-5.6luna 的模型
	
>以极低成本提供前沿级性能
	
然后又消失了
	
这样不炒作又干实事的企业真的太少了。
	
梁圣不愧是梁圣啊。
	
#互联网[话题]# #ai[话题]# #大模型[话题]# #DeepSeek[话题]#",图文,A***员,4033,675,549,727,0,,AI,1785545743000,https://www.xiaohongshu.com/explore/6a6d440f000000002c0031b7?xsec_token=ABlED-mvoKFb4i8vr4sclOq9SkgrySqRdsXMTtimr1eu0=&xsec_source=pc_search,2026-08-01 00:55:43,5984,15,0.16736920406645178,0,5
6a5288660000000017009629,正常人与程序员对待ai的区别,"我就不是，我会对他说“请”和“谢谢”[偷笑R]
	
#ai编程[话题]# #程序员日常[话题]# #codex[话题]# #claude[话题]# #chatgpt[话题]#",图文,章***哥,3520,286,273,803,0,,AI,1783793766000,https://www.xiaohongshu.com/explore/6a5288660000000017009629?xsec_token=ABbxLQRhJ-NrqRpIGlaWmT4XK3wwotc72LfRvkzMy4bLk=&xsec_source=pc_search,2026-07-11 18:16:06,4882,14,0.08125,18,5
6a7f06af0000000008013c9d,【黑糖怪物】第17集#ai动漫[话题]#,【黑糖怪物】第17集#ai动漫[话题]#,视频,白*,3560,1134,104,29,0,,AI,1786709679000,https://www.xiaohongshu.com/explore/6a7f06af0000000008013c9d?xsec_token=ABnkIkuK5Z-bhzwXIDpyHwdM7a2I3AJLMoUj4Stfp_jHI=&xsec_source=pc_search,2026-08-14 12:14:39,4827,20,0.3185393258426966,12,4
68cf693c000000001201f85a,我发现了AI无法在企业大规模落地根本原因,"为什么你们公司的AI项目总是雷声大雨点小？真相可能是这个：不是技术不行，是企业根本没搞懂什么是“真正的数据”
[暗中观察R]你以为的数据：ERP、CRM、OA系统里的数据
[向右R]AI需要的数据：老员工脑子里的经验和“潜规则”
Anthropic报告（我之前文章中写过）一句话总结了问题的关键：
“AI落地的瓶颈不是模型能力，是企业获取关键信息的能力”
而且对于我们这些职场打工人来说，这是个好消息：你的经验比你想象的值钱！[偷笑R][偷笑R]#个人成长[话题]# #K和他的AI同事[话题]# #大模型[话题]# #职场干货[话题]# #企业核心竞争力[话题]# #ai[话题]# #人工智障与人工智能[话题]# #人工智能就业[话题]# #claudecode[话题]# #chatgpt[话题]#",图文,梯***l,3223,4480,441,1283,0,,AI,1758423356000,https://www.xiaohongshu.com/explore/68cf693c000000001201f85a?xsec_token=ABVa0ECNmk4qiPtLYn2isVbBmaGo0tL8qPgfkog5WBgy0=&xsec_source=pc_search,2025-09-21 02:55:56,9427,20,1.3900093080980453,2,6
6a05b49500000000370358d7,巨硬之物,#AI工具[话题]# #梗图[话题]# #微软[话题]# #meme[话题]# #程序员[话题]#,图文,e***c,3185,248,225,1365,0,,AI,1778758806000,https://www.xiaohongshu.com/explore/6a05b49500000000370358d7?xsec_token=AB0w4qJZ0TMtm_JFN2ZG1UY5WNnU7NU2Ni8TaNwPqMCm0=&xsec_source=pc_search,2026-05-14 11:40:06,5023,4,0.07786499215070644,11,3
6a526624000000000f01d797,无语死了？？为什么今天才发现这个秘密？,#howto用AI抢救一切[话题]# #howto用好AI[话题]# #人工智能[话题]# #howto用好ai[话题]# #AI人工智能[话题]# #howto入门codex[话题]# #科技资讯早知道[话题]# #大模型[话题]# #howto实现一万种vibecoding[话题]# #WWDC26[话题]#,图文,呆***I,3129,2803,120,1926,0,,AI,1783784996000,https://www.xiaohongshu.com/explore/6a526624000000000f01d797?xsec_token=ABbxLQRhJ-NrqRpIGlaWmT4VlbnR65Zc0-IqAPiEZfugc=&xsec_source=pc_search,2026-07-11 15:49:56,7978,19,0.8958133589006072,15,5
6a2f5f0a00000000110120d5,没想到，Anthropic 招的全是搞 infra 的？,"海外网友扒了1680 份 Anthropic 工程师的简历，先说我觉得最反常识的几点：
	
第一，招的几乎全是搞 infra 的，不是 researcher。
第二，几乎不招初级员工。中位数的工作经验是12.2年。只有13%的人有博士学位。
第三，最大的人才来源不是OpenAI和DeepMind，而是Google和Meta。
第四，如果是 junior ，一个特别""干净""的典型画像是这样的：MIT，IOI 银牌，Codeforces 2900+。
	
一篇非常好的文章，作者是做招聘的，把当前雇主一栏写着 Anthropic 的 LinkedIn 主页全爬了下来，共 5306 人。从里面筛出 1680 个真正做工程的，再去翻他们进 Anthropic 之前写的 7986 段过往岗位描述。
	
可以一观Anthropic的人才构成。
	
（全文参考截图）
	
#Anthropic[话题]# #AI大模型[话题]# #RL[话题]# #infra[话题]# #算法工程师[话题]# #机器学习[话题]# #大模型就业[话题]# #深度学习[话题]# #AI招聘[话题]# #博士生[话题]#",图文,A***e,3108,2391,61,2302,0,,AI,1781489525000,https://www.xiaohongshu.com/explore/6a2f5f0a00000000110120d5?xsec_token=ABZXs4Rj2aes3lUxN6lAqZNBDt3ZkyO53qjepCl_q6FUA=&xsec_source=pc_search,2026-06-15 02:12:05,7862,28,0.7693050193050193,2,0
6a4e7f8700000000210082e1,工信部亲自下场，Claude这次真凉了,"今天下午，工信部公开点名了Claude Code。
￼
起因就是有开发者逆向拆解了Claude Code客户端，发现4月更新版本里藏着隐写回传机制。
	
不抓IP，读你的设备时区。不直接传数据，在提示词里动手脚，把地域信息编码成肉眼分不清的特殊符号，混在返回内容里悄悄传回海外服务器。
	
手法之隐蔽，连很多专业安全团队看了都倒吸一口气。
	
阿里是最先动手的，内部下了死命令，7月10号之前全集团所有设备卸载Claude全系列，办公电脑、研发服务器、云桌面无一例外，违规的按安全规定处理。
	
当时还有人觉得是不是反应过度了。现在看来，那根本不是反应过度，那是提前拿到了风的先手棋。
	
工信部这次公开发文，等于给整件事定了调。不是某一家公司的安全偏好问题，是国家层面认定了这类行为的风险级别。
	
说句实话，Claude Code之前在很多开发者心里的地位不低。写代码流畅，理解能力强，不少人甚至花钱开会员用。之前很多人被封号，官方给的解释模棱两可，大家以为是风控抽风。现在回头看，封的不是“异常行为”，封的就是你这个人。
	
这件事给我们上了很具体的一课。
	
境外AI客户端在你电脑上的权限，远比你想象的高。它能读你的时区，能扫你的项目结构，能看到你的接口文档和代码仓库。你在它面前几乎是透明的。而防火墙对隐写回传的拦截能力，比很多人以为的要弱得多。这种手法的隐蔽性，决定了它在很长时间内可以畅通无阻。
	
阿里现在全员切了自研的Qoder，所有数据和推理全程跑在境内服务器上。这个动作很快会被更多大厂复制。未来几个月的趋势已经很清楚了，凡是涉及核心研发和数据的企业，都会重新审视自己团队在用什么编程工具。
	
最后给看到这条笔记的同行几句实在话。如果你在公司做研发，不管公司有没有明令禁止，都别把核心代码喂给海外大模型。不是小心眼，是风险收益完全不对等。个人日常使用也别掉以轻心，你的代码习惯、项目结构、甚至命名风格，都可能在你不经意间被打包传走。
	
工具好用是事实，但好用不能拿数据安全来换。工信部这次发文，等于给所有人划了一条清清楚楚的红线。这条线以前可能是隐形的，现在它亮了。
	
#大厂[话题]# #科技资讯早知道[话题]# #claude[话题]# #AI工具[话题]# #大模型[话题]# #个人开发者[话题]# #阿里[话题]# #信息安全[话题]#",图文,大***读,3080,938,1236,3258,0,,AI,1783529351000,https://www.xiaohongshu.com/explore/6a4e7f8700000000210082e1?xsec_token=ABovwHrWYF3_uxHXAzEHMnVSyMimCbdIfrLigeH75pBd0=&xsec_source=pc_search,2026-07-08 16:49:11,8512,19,0.30454545454545456,16,2
67f9d1d6000000001c00d866,中国AI一哥不用说了，二哥是谁？,#ai[话题]# #人工智能[话题]# #大模型[话题]# #AI人工智能[话题]# #免费学习资源网站[话题]# #AI工具[话题]# #这个网站真好用[话题]# #网站推荐[话题]# #科技[话题]# #deepseek[话题]# #机器学习[话题]# #排行榜[话题]# #效率神器[话题]# #kimi[话题]# #豆包[话题]# #豆包ai[话题]# #元宝[话题]# #通义[话题]#,图文,清***）,3087,1485,415,177,0,,AI,1744425430000,https://www.xiaohongshu.com/explore/67f9d1d6000000001c00d866?xsec_token=ABoD8OjTXHgl4Xw9BryHtNZUpyCAP88yNZbvtq1BigEnk=&xsec_source=pc_search,2025-04-12 02:37:10,5164,16,0.48104956268221577,2,5
68614efb00000000100109bb,随便填个个人印象,"基本上是情感领域的看法。其他的算法之类的不在我考虑范围内。
#AI聊天[话题]# #AI平台[话题]# #AI伴侣[话题]#",图文,有*,2901,1256,405,81,0,,AI,1751207675000,https://www.xiaohongshu.com/explore/68614efb00000000100109bb?xsec_token=ABXlEZvvdLbKp-w9We8JUzR233MSdI20zxM7aZOpMD_CQ=&xsec_source=pc_search,2025-06-29 14:34:35,4643,8,0.4329541537400896,14,6
6a7d3bb5000000002402f4b1,Claude刚加水印才两天，破解工具就来了,"Anthropic前脚刚给Claude加入隐形水印才两天，开源社区就找到了破解之法。
	
开源工具watermarks-remover能清理AI文字水印，不只Claude，GPT和Gemini，以及部分开源AI的水印也能去除。
	
这个工具目前主要处理三类东西。
	
第一类是藏在文字里的Unicode隐形字符，比如零宽字符、特殊空格、双向控制符等。这类标记比较简单，可以通过Python脚本直接清理。
	
第二类是更难处理的统计水印。它并非往文字里塞一个肉眼看不见的符号，而是在模型每次选择下一个token时，悄悄改变某些词被选中的概率，最后让整篇文本形成一种统计上的“指纹”。
	
该工具对这类水印采用的是大幅改写，不过项目作者也专门提醒：这种方法只能算best-effort，没人能保证改写之后一定过得了厂商自己的检测器，而且重写还可能损失原文的语气。
	
第三类是文件里的来源信息，包括C2PA、EXIF、XMP以及DOCX文档属性等。目前支持PNG、JPEG、SVG、PDF、DOCX、ODT、HTML和Markdown等格式。
	
技术大佬Alex Cui认为，目前有效的AI水印，大多是KGW技术路线：模型根据前文token和密钥生成哈希，再把候选词随机分成类似“绿区”和“红区”，生成时稍微提高绿区词语的概率。
	
检测时再反过来算一遍。如果一段长文本里落入绿区的token明显偏多，就可以统计性地判断它可能来自带水印的模型。
	
问题也出在这里。
	
这种水印分散在遣词造句里。所以文本越短、答案越固定，信号就越难判断；代码也很麻烦，因为很多地方不能随便换词，否则程序跑不起来。
	
更关键的是，Alex Cui根据自己的测试指出，强度足够高的改写，尤其同时调整词语和句法，确实可能破坏这类统计信号。他测试的一些免费改写工具，甚至已经能绕过Google DeepMind的SynthID文本检测。
	
从Anthropic加水印，到开源项目开始拆水印，中间只隔了两天。
	
AI内容溯源这件事，接下来大概会长期处在“加标记”和“去标记”的拉扯里。#Claude[话题]# #GPT[话题]# #Gemini[话题]#",图文,量***位,2861,2436,109,1055,0,,AI,1786592181000,https://www.xiaohongshu.com/explore/6a7d3bb5000000002402f4b1?xsec_token=ABqP2vqyQQ_-6nPy_YACnKP8VvL33fWb5vPr5ULbm9HlI=&xsec_source=pc_search,2026-08-13 03:36:21,6461,21,0.8514505417686123,3,3
69aa1f50000000002800b6f0,Ai技巧真的太好玩了！,#设计技巧[话题]# #设计永不加班[话题]# #设计教程[话题]# #AI工具[话题]# #设计软件[话题]# #提升设计能力[话题]# #平面设计学习[话题]# #平面设计师[话题]# #设计干货[话题]# #平面设计培训[话题]#,视频,番***所,2620,3901,11,65,0,,AI,1772756816000,https://www.xiaohongshu.com/explore/69aa1f50000000002800b6f0?xsec_token=ABDGfbakIV9essy55QNJzt-ipc_mTGrq-liMqOLiLhR00=&xsec_source=pc_search,2026-03-06 00:26:56,6597,11,1.4889312977099236,0,4
69eadc8e000000001e00e7c1,本周GitHub最火AI项目TOP5,"每周刷200+AI新项目
精选本周最值得关注的5个
	
🏆 TOP1｜Hermes Agent
⭐ 62,856星（本周+14,811）
自进化Agent，用过的操作自动沉淀成Skill
目前GitHub全站增长最快的AI项目
一个字：猛
	
🏆 TOP2｜Claude Code生态爆发
⭐ 4个项目合计46,311星
oh-my-codex、oh-my-claudecode
claude-context、claude-howto
一周同时冲上Trending
这不是一个项目火了
是一整个生态在成型
	
🏆 TOP3｜TrendRadar
⭐ 54,414星（本周+969）
AI舆情监控，多平台热点聚合
AI筛选+翻译+分析+推送
4月23日GitHub日榜第一
	
🏆 TOP4｜RAG-Anything
⭐ 17,516星（本周+786）
港大开源，企业级RAG框架
多源文档+可交互界面+开箱即用
RAG落地的核心基础设施
	
🏆 TOP5｜DeepTutor
⭐ 14,118星
港大开源，AI自适应教学
不是简单喂题库给AI
是通过Agent规划个性化教学路径
教育AI渗透率还极低（<5%）
	
📌 本周趋势一句话：
AI Agent从""能跑""进化到""能记住你""
	
📌 数据来源：
GitHub Trending（4.20-4.23）
CSDN热榜日榜 · Product Hunt
	
下周想看哪个方向？评论区投票👇
A. AI编程工具
B. AI Agent框架
C. AI内容创作
D. 其他（你来说）
	
#GitHub[话题]#  #AI工具[话题]#  #AI项目[话题]#  #开源[话题]#  #本周榜单[话题]#  #AI创业[话题]#  #AI趋[话题]#",图文,A***局,2470,2812,40,486,0,,AI,1776999566000,https://www.xiaohongshu.com/explore/69eadc8e000000001e00e7c1?xsec_token=ABBKJeyfva4IxVu3hTUAM9ZVWvwkaxmHirvda14RK9tP0=&xsec_source=pc_search,2026-04-24 02:59:26,5808,18,1.1384615384615384,2,4
